incorrect_text,correct_text,error_type,error_location,explanation,difficulty_level
明日、テストが、あることを、忘れていた,明日テストがあることを、忘れていました,politeness,いた,Polite form.,beginner
彼が、独身だということを、知らなかった,彼が独身だということを、知りませんでした,politeness,なかった,Polite form.,intermediate
彼が、言ったとおりに、やった,彼が言ったとおりに、やりました,politeness,やった,Polite form.,beginner
予想どおり、彼は、来た,予想どおり、彼は来ました,politeness,来た,Polite form.,beginner
先生の、教えのとおりに、勉強した,先生の教えのとおりに、勉強しました,politeness,した,Polite form.,beginner
昔の、まま、変わらない,昔のまま、変わりません,politeness,変わらない,Polite form.,beginner
靴の、まま、部屋に入った,靴のまま、部屋に入りました,politeness,入った,Polite form.,beginner
立った、まま、話す,立ったまま、話します,politeness,話す,Polite form.,beginner
涙ながらに、語った,涙ながらに、語りました,politeness,語った,Polite form.,intermediate
生まれながらの、才能,生まれながらの才能,punctuation_error,",",No comma needed.,beginner
昔ながらの、製法,昔ながらの製法,punctuation_error,",",No comma needed.,beginner
いつもながら、お見事です,いつもながら、お見事です,grammar,お見事です,Correct usage. This is already a polite phrase.,beginner
狭いながらも、楽しい我が家,狭いながらも、楽しい我が家です,politeness,家,"Adding です makes it a complete, polite sentence.",intermediate
残念ながら、不合格だった,残念ながら、不合格でした,politeness,だった,Polite form.,beginner
知らずに、失礼なことを、してしまった,知らずに、失礼なことをしてしまいました,politeness,してしまった,Polite form.,beginner
彼は、来ないと、思う,彼は来ないと思います,politeness,思う,Polite form.,beginner
これは、何だと、思いますか,これは何だと思いますか,punctuation_error,",",No comma needed.,beginner
彼は、行くと、言いました,彼は行くと、言いました,punctuation_error,",",No comma needed.,beginner
田中さんは、親切だと、思う,田中さんは親切だと思います,politeness,思う,Polite form.,beginner
明日は、雨だと、聞いた,明日は雨だと、聞きました,politeness,聞いた,Polite form.,beginner
彼は、医者で、私の、先生だ,彼は医者で、私の先生です,politeness,だ,Polite form.,beginner
静かで、良い、所だ,静かで良い所です,politeness,だ,Polite form.,beginner
きれいで、頭が、いい,きれいで、頭がいいです,politeness,いい,Polite form.,beginner
今日は、寒くて、風が、強い,今日は寒くて、風が強いです,politeness,強い,Polite form.,beginner
彼は、若くて、元気だ,彼は若くて、元気です,politeness,だ,Polite form.,beginner
安くて、おいしい、店,安くておいしい店,punctuation_error,",",No comma needed when listing adjectives modifying a noun.,beginner
犬も、歩けば、棒に当たる,犬も歩けば棒に当たる,proverb,犬も、歩けば、棒に当たる,This is a proverb. Commas are not used.,beginner
猿も、木から、落ちる,猿も木から落ちる,proverb,猿も、木から、落ちる,This is a proverb. Commas are not used.,beginner
石の、上にも、三年,石の上にも三年,proverb,石の、上にも、三年,This is a proverb. Commas are not used.,beginner
花より、団子,花より団子,proverb,花より、団子,This is a proverb. Commas are not used.,beginner
善は、急げ,善は急げ,proverb,善は、急げ,This is a proverb. Commas are not used.,beginner
三日坊主,三日坊主,expression,三日坊主,An expression for someone who gives up easily.,beginner
馬の耳に念仏,馬の耳に念仏,proverb,馬の耳に念仏,A proverb meaning 'pointless'.,intermediate
井の中の蛙、大海を知らず,井の中の蛙、大海を知らず,proverb,井の中の蛙、大海を知らず,A proverb. The comma is part of the standard writing.,intermediate
彼は、背が高い、けれども、スポーツは苦手だ,彼は背が高いけれども、スポーツは苦手です,politeness,だ,Polite form.,beginner
この本は、面白い、けれども、少し長い,この本は面白いけれども、少し長いです,politeness,長い,Polite form.,beginner
雨が、降っているのに、彼は、傘を、ささない,雨が降っているのに、彼は傘をさしません,politeness,ささない,Polite form.,beginner
約束したのに、なぜ、来なかったの,約束したのに、なぜ来なかったのですか,politeness,の,のですか is the polite question form.,intermediate
彼は、学生の、くせして、高級車に乗っている,彼は学生のくせして、高級車に乗っています,politeness,いる,Polite form.,intermediate
彼は、日本人だもの,彼は日本人ですもの,politeness,だもの,"Polite form. もの adds a sense of justification or reason, often used by women or children.",intermediate
子供なんだもん,子供なんですもの,politeness,だもん,A more childish/cutesy version of もの. Polite form.,intermediate
仕方ないじゃないか,仕方ありませんね,politeness,ないじゃないか,A more gentle and polite way to express 'it can't be helped'.,intermediate
